id,host_id,availability_365,number_of_reviews_ltm
3290143,9667715,90,51.0
593879453222326119,7191189,317,51.0
18672570,2273079,144,51.0
850466309537864870,436641358,171,51.0
667778513781632047,362312215,216,51.0
669938873995663709,9400556,201,51.0
6585803,11657346,61,51.0
50940907,250036779,106,51.0
909126198349886713,518858395,150,51.0
2343336,5057234,164,51.0
6270885,20698632,75,51.0
24011492,34260692,47,51.0
14397132,56503135,33,51.0
2005972,8232918,224,51.0
53237240,4064440,37,51.0
2860194,6166581,151,51.0
3734039,582060,36,51.0
53745044,971768,55,51.0
22991301,170513081,351,51.0
14378795,56503135,31,51.0
556921892077822006,272408891,158,51.0
52164494,264070042,163,51.0
25852148,193874212,278,51.0
902403,2041901,227,51.0
866483,4427588,321,51.0
13858043,22635556,283,51.0
40553585,310644647,231,51.0
40637746,14216613,341,51.0
41227849,249829780,99,51.0
2788377,14262229,308,51.0
36501458,274436209,62,51.0
696007792432489673,3556337,320,51.0
16762460,101340502,15,51.0
759351,4002679,10,51.0
1133084173254255155,546627438,93,51.0
26576725,199670224,265,51.0
4208435,4030082,225,51.0
745486676233127450,485033416,161,51.0
765649463759787409,3556337,298,51.0
739559541197161611,15775899,304,51.0
925094175402890422,183689967,257,51.0
815311801756946104,349854985,168,51.0
806304406867925547,156064070,42,51.0
37900679,273274914,325,51.0
801237,4217311,247,51.0
8881364,46159733,251,50.0
16704193,21483975,93,50.0
43235980,6392414,116,50.0
17070772,21483975,338,50.0
648461686847743476,9400556,23,50.0
42347245,3250728,284,50.0
2327444,3465149,265,50.0
1096799949911222254,325879968,82,50.0
1096444954598644903,325879968,61,50.0
29171393,219812242,218,50.0
560698286198037551,225962284,93,50.0
572203823648925422,4864707,42,50.0
1044942014453863903,40270145,71,50.0
1830227,2679993,264,50.0
4608544,20698632,72,50.0
18703222,130028166,0,50.0
28554820,215487371,190,50.0
894057877387387448,513914629,82,50.0
889908984951736675,9400556,296,50.0
629497618747603407,129000409,343,50.0
906339330953013234,485033416,352,50.0
849206884754236196,480602819,237,50.0
3636416,18338538,319,50.0
838977745777112378,503529548,65,50.0
928897023973317892,46696994,333,50.0
39219334,37610930,41,50.0
976595,3744544,310,50.0
965733,5170597,300,50.0
21240447,6729065,42,50.0
909197496371658400,32037490,156,50.0
965071766227471680,527813285,68,50.0
52164578,264070042,169,50.0
739557,3868307,239,50.0
13260441,72826244,129,50.0
689660342498881965,460591393,79,50.0
2152440,1141201,130,50.0
1225103,6638407,306,50.0
51196577,2202284,65,50.0
831604568888993495,32037490,153,50.0
1269238,6767012,308,50.0
790512115560289546,2748428,236,50.0
39555679,21483975,88,50.0
757255974796976163,436641358,142,50.0
915205387087324369,14073997,317,50.0
932711286818111942,485302705,44,50.0
39737048,238503767,100,50.0
2031134,9100900,287,50.0
45794650,40676061,96,50.0
785943836056678236,199670224,292,50.0
786236877514361915,473232583,287,50.0
49491415,396097003,337,50.0
889011707152741256,514111063,327,50.0
11630284,3556337,321,50.0
893336277308710394,514220265,338,50.0
29480096,222023543,158,50.0
29515788,163049206,234,49.0
10978474,56855891,139,49.0
330766,1687524,44,49.0
32320950,5264883,293,49.0
11571334,5414684,28,49.0
28132573,212429069,37,49.0
45279972,365901953,307,49.0
10897779,2688205,278,49.0
45167931,353988557,280,49.0
53159288,428355504,33,49.0
762819789686008371,9400556,304,49.0
982492,5201227,319,49.0
965681,5170597,294,49.0
984985,4507138,153,49.0
3370188,4064440,217,49.0
1868652,9740673,285,49.0
3189694,510942439,327,49.0
49032197,1432835,59,49.0
22026733,9758735,313,49.0
947961907075168842,529095164,114,49.0
14565867,43259405,55,49.0
973979200101474804,535625668,64,49.0
7120827,35712072,315,49.0
3393502,3815137,128,49.0
25118224,133893358,215,49.0
892906,3744544,300,49.0
895091,4585497,323,49.0
37707137,168172986,320,49.0
954907052015745947,525883186,74,49.0
947681597636900556,9400556,337,49.0
943928658717986567,396097003,248,49.0
733232364089232519,178392708,91,49.0
689161400793166207,474004330,328,49.0
851936940352286777,505337971,67,49.0
33602520,151263090,96,49.0
34879643,4064440,241,49.0
1647351,8741702,324,49.0
5322583,27576460,215,49.0
43614261,59223335,45,49.0
27643977,201254392,226,49.0
30781647,15775899,320,49.0
884078086336141232,58980963,171,49.0
879517855622722737,1986299,150,49.0
3404528,9024729,105,49.0
19995748,141874605,230,49.0
3427801,9400556,205,49.0
40688533,3657456,295,49.0
24978618,171753883,294,49.0
709977950505893310,363074093,91,49.0
6760482,17036488,345,49.0
6735493,7994802,222,49.0
52456949,187678706,21,49.0
901906217677446977,6227060,330,49.0
49844110,370718107,33,49.0
671485774561808057,255777870,42,49.0
2760787,14120404,16,49.0
16780794,111248996,219,49.0
10009651,51412210,129,49.0
1234006,4864707,62,49.0
1229996,6709450,122,49.0
520389,1432835,64,49.0
819557487523981238,499525052,80,49.0
20598770,146347819,3,49.0
7108900,1994441,335,49.0
594103327704458757,33278356,311,49.0
2624310,4064440,285,49.0
1076424821385409145,557563343,19,49.0
1076427047535055560,557563343,32,49.0
1006243199600435652,8201277,335,49.0
20303249,2273079,142,49.0
1085376,5966973,292,49.0
1102856,6057270,145,49.0
2634227,13485777,272,49.0
561527956128422495,225962284,111,49.0
45856140,40676061,65,49.0
853301099511752579,3744544,327,49.0
2828143,14468329,171,49.0
4543132,15775899,328,49.0
50168541,3744544,325,48.0
50319142,249829780,91,48.0
51273315,414023274,343,48.0
8021692,40676061,90,48.0
2830712,14162823,312,48.0
49492382,396097003,320,48.0
29649635,10345559,301,48.0
32497967,130091939,7,48.0
2265321,1432835,50,48.0
1899976,8699017,297,48.0
399772,1995385,78,48.0
16223518,971768,68,48.0
717040235345856516,479724345,348,48.0
16119804,105119580,224,48.0
20066721,132596381,229,48.0
1041060,3744544,318,48.0
20061032,14120404,14,48.0
715716839610281246,160406305,316,48.0
680159713384538276,6227060,339,48.0
16922226,6797428,154,48.0
36339224,273274914,64,48.0
21719962,51389505,313,48.0
841172740128200954,32037490,159,48.0
2528991,12950451,179,48.0
24324746,10547296,263,48.0
487233,6907539,79,48.0
1128702335103531878,3038197,193,48.0
820913680250578937,436641358,161,48.0
51031526,17612059,93,48.0
9892504,50885817,34,48.0
1958839,2748428,258,48.0
37358318,281468243,239,48.0
16403800,21483975,91,48.0
2464761,4855882,232,48.0
707553181004662175,473068516,275,48.0
6806270,1391607,138,48.0
933289586093454376,11353238,91,48.0
821523,4313721,78,48.0
38180244,285584271,322,48.0
959110570765974265,259406467,196,48.0
1079751623482324470,549310404,287,48.0
2111196,3815137,115,48.0
50390679,59065468,334,48.0
633845771112239944,32037490,168,48.0
646408495441585658,463598396,62,48.0
5008858,25832689,289,48.0
17151393,114338664,330,48.0
656903021113715976,147646238,117,48.0
999278134836883915,579816329,75,48.0
17294887,665793,102,48.0
18322249,27778700,311,48.0
35556392,267521404,111,48.0
744153,3899934,84,48.0
52360477,423400965,316,48.0
843969906340356764,32037490,156,48.0
50787932,371894667,52,48.0
34303018,258720354,337,48.0
9306147,48309752,33,48.0
846733523693065296,371634021,261,48.0
3561658,11657346,94,48.0
5595771,19187454,4,48.0
21501241,48762316,84,48.0
902600124454162934,178392708,84,48.0
18499256,104657074,319,48.0
23374935,174229920,261,48.0
1097187017803992791,563446111,34,48.0
9602167,3556337,308,48.0
10276293,4217311,220,48.0
10893207,50885817,31,48.0
12894713,3556337,320,48.0
21390938,139063900,242,48.0
2991893,6092480,273,48.0
21527474,40676061,84,48.0
2376434,657642,239,48.0
1052292289970410628,552103544,61,48.0
563029399650888379,362312215,221,48.0
1800198,674212,282,48.0
4004925,20765287,222,48.0
11290289,35018018,149,48.0
11008465,3744544,320,48.0
273932,1432835,65,48.0
30558585,197317886,65,48.0
658725327988351584,188703910,324,47.0
648908759254576076,1432835,58,47.0
17039212,114338664,332,47.0
34466420,260172468,95,47.0
42066899,53807169,133,47.0
660069575596184489,406925898,43,47.0
23893953,38775388,33,47.0
54155170,333353416,216,47.0
53227788,70278696,318,47.0
21408803,26781307,234,47.0
889929441198615174,6057270,123,47.0
3776686,10547296,256,47.0
3757269,582060,39,47.0
46409602,4146729,345,47.0
10205793,51676290,127,47.0
26706341,89386463,308,47.0
904862,3607773,259,47.0
2307905,2916484,160,47.0
6549890,34258024,219,47.0
50229454,316386747,88,47.0
4911075,3833669,133,47.0
1075855,5919250,289,47.0
856916486034703586,505337971,27,47.0
50556241,25718431,149,47.0
882386616914940777,511985583,307,47.0
364030,1839136,310,47.0
3286722,6057270,115,47.0
743805095354821783,99780419,12,47.0
770068011185640321,5432336,254,47.0
959503207981344282,490593094,79,47.0
23292197,1432835,52,47.0
5328599,14120404,20,47.0
44361751,88699083,310,47.0
805734601678455714,261866067,65,47.0
960723694307693863,1391607,78,47.0
866298,826476,244,47.0
868198,582060,41,47.0
933804129792900601,524265175,15,47.0
37375277,163049206,112,47.0
37278466,280627266,73,47.0
15025611,1432835,45,47.0
1258555,6854541,67,47.0
37278198,280627266,67,47.0
1472974,4993461,202,47.0
9996765,9445480,310,47.0
913091646181146944,6569922,253,47.0
18765714,2176127,252,47.0
39076570,59152387,312,47.0
1853214,9675772,304,47.0
3971574,8802547,57,47.0
39602082,304288450,201,47.0
19559005,27778700,310,47.0
995417402635743515,527781270,234,46.0
980925025814952480,3556337,335,46.0
1136384,42109537,76,46.0
42888138,1920353,118,46.0
643961821979785232,9400556,206,46.0
844826526925791828,475000412,340,46.0
2282469,11657346,111,46.0
1010181955358066084,444617574,159,46.0
33208395,250036779,63,46.0
12882521,3556337,303,46.0
17343899,3589880,128,46.0
670689597354973890,259406467,224,46.0
1587109,8457288,103,46.0
2438814,7893470,278,46.0
1580396,4217311,198,46.0
35262482,902253,54,46.0
556916260610755334,272408891,154,46.0
4344324,3590196,124,46.0
42032411,333109027,5,46.0
34496675,260172468,112,46.0
12866743,1432835,84,46.0
33385920,299462,308,46.0
671458,3403659,311,46.0
46324039,370718107,68,46.0
47461848,3556337,296,46.0
2199431,400154,55,46.0
11295154,2688205,281,46.0
1154207864004800855,1215335,68,46.0
3732820,1432835,57,46.0
1022392535366321267,527813285,10,46.0
17151374,114338664,327,46.0
7739287,40676061,84,46.0
590402838708772632,14162823,349,46.0
52981215,428383673,231,46.0
741132250553803648,228209257,297,46.0
3089510,1141201,108,46.0
1025886891634709543,431122814,45,46.0
11402824,518063,40,46.0
8484828,2400841,287,46.0
25372941,168172986,296,46.0
4657312,3348832,269,46.0
19053607,362734677,357,46.0
1830012,344844037,313,46.0
43918687,3885805,111,46.0
43888886,277329714,165,46.0
1735947,9142587,112,46.0
25329519,23213732,28,46.0
765650466923637744,3556337,299,46.0
40938645,318478450,187,46.0
812802457291207253,3556337,329,46.0
576375374260150812,99645067,131,46.0
1458524,7784911,277,46.0
817953536226703530,499182891,314,46.0
47947628,582060,31,46.0
1266069,6892245,191,46.0
3512999,17688149,115,46.0
2402365,1432835,87,46.0
52872928,370718107,42,46.0
7396202,1432835,51,46.0
566760545853431210,225962284,111,46.0
40563050,9210797,176,46.0
48323857,387595193,315,46.0
51897081,3678711,175,46.0
815098039571655810,32037490,152,46.0
48848060,279716482,116,46.0
817427291433305535,225389462,221,46.0
702614948140771204,475000412,245,46.0
5332741,15775899,303,46.0
20647444,147646238,164,46.0
776038,4093480,219,46.0
767246449801703236,488340609,158,46.0
725931902175414746,370718107,43,46.0
26024567,195335908,187,46.0
1011083,5560246,290,46.0
8420515,5349333,60,46.0
558886,2747795,220,46.0
13347472,75642860,225,46.0
41399566,271226374,132,46.0
594580,2937042,252,46.0
812881221175838321,195332277,163,46.0
21689268,102449683,44,45.0
33292312,55076106,273,45.0
34808974,262432298,36,45.0
34304675,258723902,308,45.0
1001147737090334838,3556337,331,45.0
1096531859503774713,325879968,42,45.0
648491779138280176,9400556,233,45.0
89776,3556337,292,45.0
1193162,2083075,144,45.0
42885143,250036779,95,45.0
842113760290165166,5144517,135,45.0
840736477928661499,192490735,11,45.0
13106697,2748428,235,45.0
556932528829598159,272408891,164,45.0
53158717,428355504,8,45.0
508212,2504689,46,45.0
553355396300673047,272408891,160,45.0
5792576,362734677,356,45.0
24343601,181287056,103,45.0
5837003,6227060,320,45.0
1005784515586320278,287672372,0,45.0
1580586,4217311,214,45.0
24274447,104657074,325,45.0
50947511,412018022,352,45.0
4147676,3251553,103,45.0
4238751,1432835,76,45.0
853528648384740511,475000412,251,45.0
28349493,211071366,227,45.0
4051453,2151490,345,45.0
4047378,1994100,275,45.0
34959345,263406860,313,45.0
2220119,3556337,293,45.0
993441134877526824,516086851,83,45.0
16780481,111248996,220,45.0
690348262980248209,15884961,91,45.0
696163547992681849,467429355,73,45.0
52849268,1920353,178,45.0
52877063,135416414,95,45.0
51186998,413617036,351,45.0
19280939,299462,320,45.0
4422386,3556337,294,45.0
564123804533079943,2757645,295,45.0
38571196,66030241,328,45.0
955587743080710717,516000079,80,45.0
1025707,3744544,333,45.0
963442010132014770,3556337,296,45.0
38377105,292250792,351,45.0
717043930070439520,479725168,348,45.0
7219763,14120404,13,45.0
1100488398083786257,564231451,239,45.0
932506218920267278,502171790,8,45.0
40958934,263406860,327,45.0
831633641777873566,32037490,118,45.0
915931918975649573,435511643,306,45.0
1076038516533502272,262996982,236,45.0
8734389,45827229,77,45.0
38089550,1391607,137,45.0
967346,5170597,323,45.0
739542419166462008,3556337,333,45.0
801918176775972453,1391607,151,45.0
2045063,10485472,168,45.0
567309216961422651,35712072,281,45.0
3955338,7552557,289,45.0
13893522,3744544,337,45.0
48115773,43764469,280,45.0
5049684,6057270,144,45.0
17690720,2291129,146,45.0
1094948778032934112,562888043,143,45.0
44033766,33278356,321,45.0
17151552,114338664,349,45.0
27978908,16891380,319,45.0
32335832,192913398,353,45.0
28830732,16628630,308,45.0
880820485747068981,396940257,166,45.0
50316743,44774469,215,44.0
892769900930148298,9400556,64,44.0
51319559,3658157,183,44.0
50320452,370718107,42,44.0
31884524,202271175,240,44.0
11108578,362734677,357,44.0
790475,3885805,114,44.0
7813140,40676061,80,44.0
740411191443804315,1920353,181,44.0
38573377,122086367,14,44.0
865191,582060,16,44.0
18788457,130764852,39,44.0
26828180,160554212,351,44.0
3173095,10380563,97,44.0
14719647,91613528,108,44.0
1060157843509263093,554006393,167,44.0
39940188,9439719,40,44.0
39621148,266006958,74,44.0
8169339,43115531,341,44.0
39516335,301446770,84,44.0
1702721,447708,45,44.0
48072454,387595193,310,44.0
50983940,39062213,102,44.0
49818673,3556337,328,44.0
5792851,362734677,335,44.0
22998247,510942439,101,44.0
715036,3682696,197,44.0
664412013628596591,207109766,322,44.0
9602216,3556337,323,44.0
850440107756355032,505337971,37,44.0
17039203,114338664,331,44.0
42953353,332259450,86,44.0
54044612,32037490,171,44.0
654931709401915174,9400556,289,44.0
6190328,17780940,239,44.0
38380673,292309855,348,44.0
27183708,40377641,318,44.0
583183522728886111,330874832,23,44.0
37561531,215288614,25,44.0
52118953,421967526,145,44.0
582364,2660281,195,44.0
43594260,23068110,214,44.0
18643014,129536641,199,44.0
4382379,7513107,259,44.0
13268414,74744550,287,44.0
23681623,126010926,309,44.0
629308395351117248,32037490,175,44.0
630144914852978389,184427141,219,44.0
41636989,260172468,67,44.0
16424722,665793,240,44.0
694776096137233886,155203517,95,44.0
923022438660018223,138658687,37,44.0
3346588,16891380,309,44.0
1061603712135382123,179372097,58,44.0
52807277,1920353,182,44.0
52842252,88699083,184,44.0
1314672,7143233,234,44.0
47948253,582060,37,44.0
34458284,259406467,88,44.0
23001940,9123023,245,44.0
556934509064237180,272408891,165,44.0
842670610137799573,271841311,141,44.0
41895465,26193907,271,44.0
12894714,3556337,342,44.0
2626530,4064440,273,44.0
50720279,178753871,342,44.0
873855253602861380,1432835,27,43.0
32982755,2688205,282,43.0
5651004,29213705,328,43.0
1025832253555521150,1391607,103,43.0
48715762,387595193,325,43.0
740411091287089516,1920353,179,43.0
949836364257222720,507587860,226,43.0
3218014,6057270,117,43.0
886034146180533677,513555187,162,43.0
31355278,229966942,89,43.0
872184874368220311,32037490,166,43.0
30413525,227783078,287,43.0
871378495407043115,32037490,174,43.0
1034771,5636973,198,43.0
960637864504850791,512323428,348,43.0
572279772505856997,447205324,214,43.0
38379023,292250792,332,43.0
14332869,85283418,226,43.0
986101,3744544,310,43.0
1080158260210761422,559261350,55,43.0
4419860,5264883,311,43.0
37278579,280627266,65,43.0
1284165,1037730,322,43.0
25466336,168172986,322,43.0
1290278,7016641,217,43.0
41448716,16773140,22,43.0
914345005204052583,40707127,323,43.0
9684383,9466729,210,43.0
815857735192493496,10380563,41,43.0
1242215,6771003,296,43.0
52231816,420963332,0,43.0
699787762155238265,410060534,324,43.0
7044731,4253522,51,43.0
13270342,7209763,60,43.0
36936488,4064440,217,43.0
831589900791249424,32037490,157,43.0
23661273,383697,283,43.0
5312339,27515602,319,43.0
16278781,8320838,283,43.0
704849055080011597,32037490,165,43.0
916666677380821264,3250728,339,43.0
3942375,19481791,308,43.0
974548465644564948,535805049,58,43.0
1068523,5878688,207,43.0
4661131,24119278,74,43.0
25287690,166250009,242,43.0
43881409,16942638,285,43.0
38091474,1391607,126,43.0
52702678,85283418,204,43.0
24323897,10547296,271,43.0
10146759,50885817,32,43.0
2761639,14120404,15,43.0
23004383,34559172,83,43.0
688946,2907783,319,43.0
42128045,198334993,56,43.0
